SNO,AC_LATITUDE,AC_LONGITUDE,AC_COMPID,AC_MANAGEMENTCOMPANY,AC_PROJID,AC_NAME,AC_ADDRESS,AC_CITY,AC_STATE,AC_ZIP,AC_YEARBUIT,AC_QUANTITY,AC_AREAPERUNIT,AC_LEVEL,AC_PROJID,AC_NAME,AC_QUANTITY,AC_AREAPERUNIT,AC_YEARBUILT,MRG_CLASS,AXIOSUBMNEM,FILENAME
29053,47.709907532,-122.165679932,"Hunt Companies, Inc.","Hunt Companies, Inc.",68834,Cedar Heights,13215 NE 123rd St,Kirkland,WA,98034,1987,253,928.559997559,3,68834,Cedar Heights,253,928.56,1987,BC,SEA_SM14,TALEND
29063,47.612369537,-122.323791504,NULL,PanPacific Management,68847,Charbonneau Apartments,1201 Boylston Ave,Seattle,WA,98101,1989,123,603.619995117,5,68847,Charbonneau Apartments,123,603.62,1989,BC,SEA_SM5,TALEND
29067,37.256984711,-121.881446838,The Arcadia Companies,The Arcadia Companies,68853,Cherrywood Apartments,4951 Cherry Ave,San Jose,CA,95118,1978,529,814.570007324,2,68853,Cherrywood Apartments,529,814.57,1978,A,SAJ_SM12,TALEND
29076,37.358325958,-121.955841064,Goldrich & Kest Inc.,"Goldrich & Kest Industries, LLC",68867,Civic Plaza,1495 Don Ave,Santa Clara,CA,95050,1979,111,688.91998291,3,68867,Civic Plaza,111,688.92,1979,BC,SAJ_SM10,TALEND
29077,37.965618134,-121.996459961,Goldrich & Kest Inc.,"Goldrich & Kest Industries, LLC",68868,Clayton Gardens,4220 Clayton Rd,Concord,CA,94521,1979,131,600,2,68868,Clayton Gardens,131,600.00,1979,BC,OAK_SM3,TALEND
29081,34.153179169,-119.185493469,TruAmerica Multifamily,FPI Management,68872,Club Pacifica Apartments,5200 S J St,Oxnard,CA,93033,1965,170,996.710021973,2,68872,Club Pacifica Apartments,170,996.71,1965,BC,VEN_SM3,TALEND
29086,47.68421936,-122.098075867,Horizon Realty Advisors,Horizon Realty Advisors,68881,The Colony At Bear Creek,9301 Avondale Rd Ne,Redmond,WA,98052,1990,486,856.979980469,2,68881,The Colony At Bear Creek,486,856.98,1990,BC,SEA_SM22,TALEND
29087,33.844905853,-117.858474731,NULL,Anza Management Company,68882,Colony Frontera,450 N Armando St,Anaheim,CA,92806,1973,246,784.539978027,2,68882,Colony Frontera,246,784.54,1973,BC,ORC_SM1,TALEND
29095,41.16916275,-73.861526489,"The Solomon Organization, LLC",Eagle Rock Management,68894,Cortlandt Ridge Apartment Homes,27 Claremont Gdns,Ossining,NY,10562,1976,190,968.33001709,2,68894,Cortlandt Ridge Apartment Homes,190,968.33,1976,BC,WCC_SM1,TALEND
29099,34.04914856,-117.314239502,"Positive Properties, Inc.","Positive Properties, Inc.",68904,Cottonwood Ranch,901 E Washington St,Colton,CA,92324,1986,388,815.159973145,2,68904,Cottonwood Ranch,388,815.16,1986,A,LAC_SM36,TALEND
29101,37.758815765,-121.944671631,Ardenbrook Inc.,Ardenbrook Inc.,68907,Country Brook,12355 Alcosta Blvd,San Ramon,CA,94583,1986,416,759.979980469,2,68907,Country Brook,416,759.98,1986,A,OAK_SM13,TALEND
29105,33.91916275,-117.867012024,Western National Group,Western National Group,68911,Country Hills,2540 Country Hills Rd,Brea,CA,92821,1977,224,810.710021973,2,68911,Country Hills,224,810.71,1977,A,ORC_SM2,TALEND
29109,34.056137085,-117.161430359,Advanced Real Estate Services,Advanced Management Company,68919,Countrywood,1255 E Citrus Ave,Redlands,CA,92374,1972,161,1129.189941406,2,68919,Countrywood,161,1129.19,1972,A,LAC_SM36,TALEND
29114,37.954998016,-122.003669739,NULL,Castle Group,68925,Cowell Terrace,1167 Saint Matthew Pl,Concord,CA,94518,1988,80,946,2,68925,Cowell Terrace,80,946.00,1988,A,OAK_SM3,TALEND
29118,37.639289856,-122.054924011,Felson Companies,Felson Companies,68931,Crestview Terrace,837 Hancock St,Hayward,CA,94544,1970,242,964.440002441,3,68931,Crestview Terrace,242,964.44,1970,A,OAK_SM8,TALEND
29119,40.973560333,-73.830451965,NULL,The Woodner Companies,68933,Crestwood Lake Apartments,90 Beaumont Cir,Yonkers,NY,10710,1970,1083,789.799987793,2,68933,Crestwood Lake Apartments,1083,789.80,1970,BC,WCC_SM3,TALEND
29122,37.408721924,-121.88973999,RPM Company,RPM Company,68936,The Crossing at Montague,755 E Capitol Ave,Milpitas,CA,95035,2002,468,831.679992676,3,68936,The Crossing at Montague,468,831.68,2002,BC,SAJ_SM8,TALEND
29124,34.041496277,-117.913475037,Private Owner,MGR Property Management,68938,Crown Point,1840 S Nelson St,West Covina,CA,91792,1979,192,850.190002441,2,68938,Crown Point,192,850.19,1979,BC,LAC_SM32,TALEND
29127,47.920711517,-122.243110657,Private Owner,"Pacific Crest Real Estate, LLC",68942,Crystal Springs Apartments,702 W Casino Rd,Everett,WA,98204,1980,240,855.539978027,3,68942,Crystal Springs Apartments,240,855.54,1980,BC,SEA_SM10,TALEND
29132,34.099349976,-117.684799194,NULL,Cannon Management,68951,Dakota Creek,1790 W Arrow Rte,Upland,CA,91786,1986,151,1074.439941406,2,68951,Dakota Creek,151,1074.44,1986,BC,LAC_SM35,TALEND
29142,34.157165527,-118.402618408,NULL,3D INVESTMENT PROPERTIES LLC ,68965,Diplomat Park Apartments,12360 Riverside Dr Apt 235,Valley Village,CA,91607,1960,120,955.309997559,3,68965,Diplomat Park Apartments,120,955.31,1960,BC,LAC_SM31,TALEND
29144,33.979045868,-118.451263428,Goldrich & Kest Inc.,"Goldrich & Kest Industries, LLC",68968,Dolphin Marina,13900 Panay Way,Marina Del Rey,CA,90292,1964,241,1190.25,3,68968,Dolphin Marina,241,1190.25,1964,BC,LAC_SM16,TALEND
29145,34.133464813,-117.590309143,FDC Management,FDC Management,68969,Don Miguel,9850 19th St,Rancho Cucamonga,CA,91737,1984,200,934.799987793,2,68969,Don Miguel,200,934.80,1984,BC,LAC_SM35,TALEND
29146,32.685024261,-117.049362183,Progress Management,Progress Management,68970,Doriana,6670 Doriana St,San Diego,CA,92139,1979,272,750,2,68970,Doriana,272,750.00,1979,BC,SDC_SM13,TALEND
29149,37.608650208,-122.018684387,Marcotte Development,Marcotte Development,68975,Dry Creek Apartment,33300 Mission Blvd,Union City,CA,94587,1973,201,848.429992676,2,68975,Dry Creek Apartment,201,848.43,1973,BC,OAK_SM14,TALEND
29153,40.755104065,-73.622627258,EAGLE ROCK PROPERTIES,Eagle Rock Management,68981,Eagle Rock Apartments at Carle Place,401 E Jericho Tpke,Carle Place,NY,11514,1961,300,721.66998291,2,68981,Eagle Rock Apartments at Carle Place,300,721.67,1961,BC,LIS_SM7,TALEND
29156,33.845275879,-117.863296509,Western National Group,Western National Group,68988,Eastwood,2944 E Frontera St,Anaheim,CA,92806,1976,108,778.33001709,2,68988,Eastwood,108,778.33,1976,BC,ORC_SM1,TALEND
29160,47.597587585,-122.152069092,ACACIA CAPITAL CORP,"AMC, LLC",68996,Edgewood Park Apartments,1501 145th Pl SE,Bellevue,WA,98007,1988,195,834.16998291,3,68996,Edgewood Park Apartments,195,834.17,1988,A,SEA_SM9,TALEND
29163,32.617099762,-117.02620697,Property West Residential,Property West Residential,69002,Elan Sevilla,1301 Medical Center Dr,Chula Vista,CA,91911,2001,156,1095.150024414,3,69002,Elan Sevilla,156,1095.15,2001,A,SDC_SM13,TALEND
29170,47.955810547,-122.213737488,NULL,Pacific Crest Realty,69014,Evergreen on 47,1111 47th St SE,Everett,WA,98203,1990,121,702.979980469,5,69014,Evergreen on 47,121,702.98,1990,BC,SEA_SM10,TALEND
29173,40.583690643,-73.638587952,NULL,Privately Managed,69017,Executive Towers At Lido,854 E Broadway,Long Beach,NY,11561,1968,276,900,7,69017,Executive Towers At Lido,276,900.00,1968,BC,LIS_SM7,TALEND
29175,40.778064728,-73.064689636,NULL,Fairfield Properties,69025,Fairfield Greens At Holbrook,835 Broadway Ave,Holbrook,NY,11741,1999,173,775.469970703,2,69025,Fairfield Greens At Holbrook,173,775.47,1999,A,LIS_SM5,TALEND
29176,33.71257782,-117.90713501,Goldrich & Kest Inc.,"Goldrich & Kest Industries, LLC",69039,Fairview Green,2613 S Fairview St,Santa Ana,CA,92704,1973,112,892.5,2,69039,Fairview Green,112,879.29,1973,A,ORC_SM19,TALEND
29184,32.806461334,-116.979110718,TruAmerica Multifamily,FPI Management,69054,Forest Park at Fletcher Hills,1250 Petree St,El Cajon,CA,92020,1974,344,789.039978027,2,69054,Forest Park at Fletcher Hills,297,733.28,1974,A,SDC_SM5,TALEND
29185,47.956020355,-122.220832825,Legacy Capital Company,Pacific Living Properties,69055,Woodhaven Apartments,4632 Fowler Ave,Everett,WA,98203,1947,109,800.460021973,2,69055,Woodhaven Apartments,109,800.46,1947,BC,SEA_SM10,TALEND
29186,33.962242126,-118.32900238,Wedgewood Inc. ,Main Street Management,69056,Forum Park,8401 S Crenshaw Blvd,Inglewood,CA,92683,1949,136,769.849975586,2,69056,Forum Park,136,769.85,1949,BC,LAC_SM30,TALEND
29189,37.883083344,-122.051376343,Davidson Homes,Davidson Homes,69061,Four Seasons,1357 Creekside Dr,Walnut Creek,CA,94596,1986,176,765.219970703,4,69061,Four Seasons,176,765.22,1986,BC,OAK_SM15,TALEND
29192,37.296585083,-121.941596985,"Raintree Partners, Inc.",Alliance Residential Company,69066,The Franciscan,601 Almarida Dr,Campbell,CA,95008,1971,180,850,2,69066,The Franciscan,180,850.00,1971,A,SAJ_SM1,TALEND
29196,33.841426849,-117.935638428,A&M Properties,A&M Properties,69070,The Gallery Apartments,1415 W North St,Anaheim,CA,92801,1971,201,1023.25,3,69070,The Gallery Apartments,201,1023.25,1971,A,ORC_SM1,TALEND
29199,37.723339081,-122.166000366,NULL,NULL,69073,Gateway Apartments,902 Davis St,San Leandro,CA,94577,1984,235,798.960021973,3,69073,Gateway Apartments,235,798.96,1984,BC,OAK_SM8,TALEND
29206,33.83020401,-118.00617218,American California Property Management Company,American California Property Management Company,69082,Glen Forest Apartment Community,145 S Westchester Dr,Anaheim,CA,92804,1962,424,744,2,69082,Glen Forest Apartment Community,424,744.00,1962,BC,ORC_SM4,TALEND
29207,33.842636108,-117.952003479,NULL,Pacific Coast Management,69084,Glen Oaks,2000 W Glenoaks Ave,Anaheim,CA,92801,1976,106,881.229980469,2,69084,Glen Oaks,106,881.23,1976,A,ORC_SM1,TALEND
29210,32.661418915,-117.09992981,NULL,Progress Management,69087,Golden Tree Apartments,2509 A Ave,National City,CA,91950,1977,141,709.020019531,2,69087,Golden Tree Apartments,141,676.70,1977,BC,SDC_SM13,TALEND
29212,33.777423859,-118.124923706,Anza Management Company,Anza Management Company,69090,The Gondolier Apartments,5525 E Pacific Coast Hwy,Long Beach,CA,90804,1963,120,550,2,69090,The Gondolier Apartments,120,550.00,1963,BC,LAC_SM15,TALEND
29224,32.791820526,-116.933807373,Progress Management,Progress Management,69109,The Grove,346 Jamacha Rd,El Cajon,CA,92019,1950,144,825,2,69109,The Grove,144,825.00,1950,BC,SDC_SM5,TALEND
29225,47.691104889,-122.351791382,Epic Asset Management,Epic Asset Management,69111,Guinevere,522 N 85th St,Seattle,WA,98103,2002,140,563.859985352,4,69111,Guinevere,140,563.86,2002,A,SEA_SM21,TALEND
29227,33.985099792,-117.902610779,JK Properties,Anza Management Company,69113,Hacienda Gardens,1850 Batson Ave,Rowland Heights,CA,91748,1972,243,994.969970703,2,69113,Hacienda Gardens,243,994.97,1972,A,LAC_SM24,TALEND
29231,33.839248657,-117.878921509,Western National Group,Western National Group,69119,Hampshire Square,2550 E Ward Ter,Anaheim,CA,92806,1967,209,927.270019531,2,69119,Hampshire Square,209,927.27,1967,A,ORC_SM1,TALEND
29235,33.719352722,-118.052490234,FDC Management,FDC Management,69126,Harbour Lights,16700 Saybrook Ln,Huntington Beach,CA,92649,1968,342,1070.949951172,3,69126,Harbour Lights,342,1070.95,1968,A,ORC_SM6,TALEND
29249,34.039123535,-117.316116333,TruAmerica Multifamily,FPI Management,69148,The Highlands,11750 Mt Vernon Ave,Grand Terrace,CA,92313,1986,556,792.940002441,2,69148,The Highlands,556,792.94,1986,A,LAC_SM36,TALEND
29254,33.954036713,-118.327919006,"Greystone Management Group, Inc.","Greystone Management Group, Inc.",69157,Hollypark Knolls,3120 Hollypark Dr,Inglewood,CA,90305,1954,384,833.650024414,2,69157,Hollypark Knolls,384,833.65,1954,BC,LAC_SM30,TALEND
29257,34.112491608,-117.551948547,Lewis Group of Companies,A.C. Lewis Management,69160,Homecoming at Terra Vista,11660 Church St,Rancho Cucamonga,CA,91730,2005,868,1186.359985352,2,69160,Homecoming at Terra Vista,868,1186.36,2005,A,LAC_SM35,TALEND
29262,37.626190186,-122.059707642,DKD Property Management,DKD Property Management,69170,Huntwood Terrace,29200 Huntwood Ave,Hayward,CA,94544,1987,104,885.650024414,2,69170,Huntwood Terrace,104,885.65,1987,A,OAK_SM8,TALEND
29271,47.540805817,-122.164581299,Jackson Square Properties,"AMC, LLC",69185,Karbon ,6802 Coal Creek Pkwy SE,Newcastle,WA,98059,1989,105,666.289978027,3,69185,Karbon ,105,666.29,1989,BC,SEA_SM20,TALEND
29272,47.595428467,-122.160995483,"Hunt Companies, Inc.","Hunt Companies, Inc.",69186,Kelsey Ridge,1680 134th Ave SE,Bellevue,WA,98005,1989,184,783.280029297,3,69186,Kelsey Ridge,184,783.28,1989,BC,SEA_SM7,TALEND
29273,34.166790009,-117.310302734,NULL,"Gj Property Services, Inc.",69187,Kendall Brook,1200 Kendall Dr,San Bernardino,CA,92407,1986,113,710.409973145,3,69187,Kendall Brook,113,710.41,1986,BC,LAC_SM36,TALEND
29278,34.200309753,-118.521980286,MIRACLE MILE PROPERTIES,MIRACLE MILE PROPERTIES,69196,Kingswood Village Apartments,17830 Sherman Way,Reseda,CA,91335,1971,232,667.109985352,3,69196,Kingswood Village Apartments,232,667.11,1971,BC,LAC_SM9,TALEND
29283,33.932712555,-117.955413818,American California Property Management Company,American California Property Management Company,69205,La Habra Hills Apartments,841 W La Habra Blvd,La Habra,CA,90631,1961,143,822.380004883,3,69205,La Habra Hills Apartments,143,822.38,1961,BC,ORC_SM9,TALEND
29284,32.866268158,-117.214149475,Willmark Communities,Willmark Communities,69206,La Jolla Nobel,4149 Nobel Dr,San Diego,CA,92122,1977,108,663.890014648,2,69206,La Jolla Nobel,108,663.89,1977,BC,SDC_SM19,TALEND
29285,47.369106293,-122.191772461,"Indigo Real Estate Services, Inc.","Indigo Real Estate Services, Inc.",69207,La Mirage Apartment Homes,11239 SE 260th St,Kent,WA,98030,1985,216,702.450012207,3,69207,La Mirage Apartment Homes,216,702.45,1985,BC,SEA_SM18,TALEND
29287,33.889507294,-117.875907898,NULL,Western National Group,69210,La Ramada,2901 Yorba Linda Blvd,Fullerton,CA,92831,1968,124,847.650024414,2,69210,La Ramada,124,847.65,1968,BC,ORC_SM5,TALEND
29289,34.111415863,-117.766647339,Rose Investment Co.,Rose Investment Co.,69212,La Verne Woods,3563 D St,La Verne,CA,91750,1970,99,1000,2,69212,La Verne Woods,99,1000.00,1970,BC,LAC_SM25,TALEND
29291,37.346195221,-121.996612549,Canes Companies Management,Canes Companies Management,69215,Lake Terrace Apartments,3665 Benton St,Santa Clara,CA,95051,1971,150,960.83001709,2,69215,Lake Terrace Apartments,150,960.83,1971,A,SAJ_SM10,TALEND
29294,38.011413574,-121.794570923,Davidson Homes,Davidson Homes,69218,Lakeshore,600 Wilbur Ave,Antioch,CA,94509,1989,268,925.549987793,3,69218,Lakeshore,268,925.55,1989,A,OAK_SM5,TALEND
29301,33.847648621,-118.14630127,Advanced Real Estate Services,Advanced Management Company,69228,Lakewood Manor,4907 1/4 Hayter Ave,Lakewood,CA,90712,1955,570,792,2,69228,Lakewood Manor,570,792.00,1955,A,LAC_SM14,TALEND
29304,34.02312851,-117.57736969,Private Owner,Privately Managed,69231,The Landing,3364 Honeybrook Way,Ontario,CA,91761,1987,156,851.849975586,3,69231,The Landing,156,851.85,1987,BC,LAC_SM35,TALEND
29313,33.739013672,-117.832061768,Pacific Coast Management,Pacific Coast Management,69241,Las Casas Apartments,15491 Pasadena Ave,Tustin,CA,92780,1968,104,659.33001709,2,69241,Las Casas Apartments,104,659.33,1968,BC,ORC_SM7,TALEND
29316,47.88104248,-122.250076294,Jackson Square Properties,"AMC, LLC",69244,Latitude,12907 E Gibson Rd,Everett,WA,98204,1986,108,758.090026855,3,69244,Latitude,108,758.09,1986,BC,SEA_SM10,TALEND
29321,33.833877563,-117.955368042,NULL,Rondell Homes,69252,Lincoln Terrace,100 N Rob Way,Anaheim,CA,92801,1979,170,883.41998291,2,69252,Lincoln Terrace,170,883.42,1979,A,ORC_SM1,TALEND
29326,34.226787567,-119.180015564,FDC Management,FDC Management,69260,Los Arbolitos Apartments,201 W Vineyard Ave,Oxnard,CA,93036,1972,192,901,2,69260,Los Arbolitos Apartments,192,901.00,1972,BC,VEN_SM3,TALEND
29327,33.941226959,-118.026992798,American California Property Management Company,American California Property Management Company,69261,Los Olivos Apartments,14300 Mulberry Dr,Whittier,CA,90604,1974,147,700.679992676,2,69261,Los Olivos Apartments,147,700.68,1974,BC,LAC_SM33,TALEND
29329,47.66387558,-122.312805176,NULL,UNIVERSITY COMMUNITIES LLC ,69263,Lothlorien,4730 University Way NE,Seattle,WA,98105,2008,146,609.159973145,7,69263,Lothlorien,146,609.16,2008,BC,SEA_SM29,TALEND
29331,37.388809204,-122.043548584,Yale Investment Company,NULL,69265,Macara Gardens,955 Escalon Ave,Sunnyvale,CA,94085,1985,234,756.41998291,2,69265,Macara Gardens,234,756.42,1985,BC,SAJ_SM13,TALEND
29335,33.657539368,-117.904815674,Hoelscher Co,The REMM Group,69270,Madison Newport Apartments,2345 Newport Blvd,Costa Mesa,CA,92626,1993,136,813.239990234,2,69270,Madison Newport Apartments,136,813.24,1993,A,ORC_SM3,TALEND
29338,32.799865723,-116.969322205,NULL,DELTA PROPERTY MANAGEMENT ,69276,Majestic Apartments,505 W Madison Ave,El Cajon,CA,92020,1960,212,559.429992676,2,69276,Majestic Apartments,212,559.43,1960,BC,SDC_SM5,TALEND
29340,47.660800934,-122.312400818,NULL,Epic Asset Management,69278,Malloy Apartments,4337 15th Ave NE,Seattle,WA,98105,1928,122,434.640014648,8,69278,Malloy Apartments,122,435.16,1928,BC,SEA_SM29,TALEND
29344,34.038139343,-117.688331604,Battaglia Inc.,Cannon Management,69287,Marbella Villa,11819 Central Ave,Chino,CA,91710,1985,106,851.890014648,3,69287,Marbella Villa,106,851.89,1985,BC,LAC_SM35,TALEND
29348,32.712078094,-117.16242218,Shapell Industries,Goldrich & Kest Inc.,69294,Market Street Square,606 3rd Ave,San Diego,CA,92101,1987,192,725.099975586,5,69294,Market Street Square,192,725.10,1987,BC,SDC_SM4,TALEND
29350,33.881183624,-117.995155334,Private Owner,Western National Group,69297,McComber Creek Apartment Homes,5400 Cascade Way,Buena Park,CA,90621,1976,348,797.130004883,2,69297,McComber Creek Apartment Homes,348,797.13,1976,A,ORC_SM5,TALEND
29351,37.999286652,-122.039207458,CIM Group,Privately Managed,69298,Meadow Wood,3205 Northwood Dr,Concord,CA,94520,1970,150,749.880004883,3,69298,Meadow Wood,150,749.88,1970,BC,OAK_SM3,TALEND
29353,40.835792542,-72.994354248,Heatherwood Luxury Rentals,Heatherwood Communities,69301,Medford Pond ,1100 Lake Dr,Medford,NY,11763,2007,200,1128.400024414,2,69301,Medford Pond ,200,1128.40,2007,BC,LIS_SM2,TALEND
29354,34.070156097,-117.88318634,PMI Properties,PMI Properties,69302,The Medici at South Hills,111 S Barranca St,West Covina,CA,91791,1972,300,903.950012207,3,69302,The Medici at South Hills,300,903.95,1972,BC,LAC_SM32,TALEND
29356,47.368053436,-122.190956116,Private Owner,Suhrco Properties,69305,Meridian Green,11305 SE Kent Kangley Rd,Kent,WA,98030,1988,108,1265.66003418,2,69305,Meridian Green,108,1265.66,1988,A,SEA_SM18,TALEND
29363,37.638011932,-122.054138184,Felson Companies,Felson Companies,69318,Mission Heights,28500 Mission Blvd,Hayward,CA,94544,1968,146,873.520019531,3,69318,Mission Heights,146,873.52,1968,BC,OAK_SM8,TALEND
29369,34.115882874,-117.769714355,Western National Group,MG Properties,69325,Monte Vista Apartments,1825 Foothill Blvd,La Verne,CA,91750,1972,208,889.130004883,2,69325,Monte Vista Apartments,208,889.13,1972,A,LAC_SM25,TALEND
29370,34.114631653,-117.557067871,Lewis Group of Companies,Lewis Group of Companies,69326,Montecito Apartments,11343 Mountain View Dr,Rancho Cucamonga,CA,91730,1989,255,882.020019531,2,69326,Montecito Apartments,255,882.02,1989,A,LAC_SM35,TALEND
29371,34.054611206,-117.241699219,Torino Group,Torino Group,69328,Monterey Pines,25701 Van Leuven St,Loma Linda,CA,92354,1986,208,870,2,69328,Monterey Pines,208,870.00,1986,A,LAC_SM36,TALEND
29379,34.247402191,-118.522621155,NMS Properties,NMS Properties,69344,Nms Apartments at Northridge,9700 Zelzah Ave,Northridge,CA,91325,1987,130,913.08001709,3,69344,Nms Apartments at Northridge,130,913.08,1987,A,LAC_SM4,TALEND
29381,47.805866241,-122.294487,Mcclellan-Ring Co.,Mcclellan-Ring Co.,69347,Northern Lights,4402 212th St SW,Mountlake Terrace,WA,98043,1978,138,767.25,3,69347,Northern Lights,138,767.25,1978,BC,SEA_SM15,TALEND
29386,37.432197571,-122.187469482,Gerson Bakar & Associates,Gerson Bakar & Associates,69356,Oak Creek,1600 Sand Hill Rd,Palo Alto,CA,94304,1969,759,918.359985352,4,69356,Oak Creek,759,918.36,1969,A,SAJ_SM9,TALEND
29389,32.700176239,-117.01399231,LLJ Ventures,FPI Management,69360,Skyline Apartments,8517 1/2 Paradise Valley Rd,Spring Valley,CA,91977,1985,128,794.880004883,2,69360,Skyline Apartments,128,794.88,1985,BC,SDC_SM13,TALEND
29390,37.33247757,-121.996910095,NULL,Privately Managed,69361,Oakridge Luxury Apartments,3655 Pruneridge Ave,Santa Clara,CA,95051,1978,266,831.729980469,2,69361,Oakridge Luxury Apartments,266,831.73,1978,BC,SAJ_SM10,TALEND
29395,34.158222198,-118.836990356,WT Mitchell Group Inc,"Wood River Properties, LLC",69366,Oakview Apartments,645 Hampshire Rd Ste 100,Westlake Village,CA,91361,1968,242,1002.969970703,2,69366,Oakview Apartments,242,1002.97,1968,BC,VEN_SM1,TALEND
29396,34.073989868,-117.936317444,Wedgewood Inc. ,Main Street Management,69367,Oasis Apartments,217 N Sunset Ave,West Covina,CA,91790,1956,120,840.41998291,3,69367,Oasis Apartments,120,840.42,1956,BC,LAC_SM11,TALEND
29398,33.203891754,-117.361129761,The Apartment Company,The Apartment Company,69369,Oceana Apartments,180 Canyon Dr,Oceanside,CA,92054,1970,100,818.599975586,2,69369,Oceana Apartments,100,818.60,1970,BC,SDC_SM14,TALEND
29401,33.885410309,-118.0835495,NULL,Pacific West Enterprises,69373,Olive Tree Apartments,16031 Pioneer Blvd,Norwalk,CA,90650,1972,144,538.890014648,2,69373,Olive Tree Apartments,144,538.89,1972,BC,LAC_SM18,TALEND
29403,34.063987732,-117.647262573,MG Properties,MG Properties,69376,Ontario Town Square ,380 E Bluebird Privado,Ontario,CA,91764,2009,140,1495.800048828,3,69376,Ontario Town Square ,140,1495.80,2009,A,LAC_SM35,TALEND
29404,33.821216583,-117.838752747,Cannon Management,Cannon Management,69377,Orange Plaza Apartments,1450 E Del Mar Ave,Orange,CA,92865,1970,105,1070.479980469,2,69377,Orange Plaza Apartments,105,1070.48,1970,A,ORC_SM16,TALEND
29406,37.255630493,-121.815818787,JKL Corporation,JKL Corporation,69379,Orchard Park,5635 Blossom Gardens Cir,San Jose,CA,95123,1985,180,793.210021973,2,69379,Orchard Park,180,793.21,1985,BC,SAJ_SM12,TALEND
29411,32.816082001,-117.217643738,Garden Communities,Garden Communities,69387,Pacific Bay Club,4070 Huefarno Avenue,San Diego,CA,92117,1973,159,666.66998291,3,69387,Pacific Bay Club,159,666.67,1973,BC,SDC_SM2,TALEND
29413,47.787776947,-122.338989258,Epic Asset Management,Epic Asset Management,69390,Pacific Park,23231 Highway 99,Edmonds,WA,98026,1984,177,735.929992676,3,69390,Pacific Park,177,735.93,1984,BC,SEA_SM15,TALEND
29414,34.173141479,-118.38860321,NULL,HPG Management,69392,Pacific Pointe,5633 Colfax Ave,North Hollywood,CA,91601,1970,203,482.269989014,3,69392,Pacific Pointe,203,482.27,1970,BC,LAC_SM17,TALEND
29415,33.784664154,-118.134338379,Western National Group,Western National Group,69393,Pacific View,5025 E Pacific Coast Hwy,Long Beach,CA,90804,1975,200,669.989990234,3,69393,Pacific View,200,669.99,1975,BC,LAC_SM15,TALEND
29416,33.725849152,-117.918685913,Pillar Pacific Capital Management,Western National Group,69394,Pacific Woods,16350 S Harbor Blvd,Santa Ana,CA,92704,1976,232,775.590026855,2,69394,Pacific Woods,232,775.59,1976,BC,ORC_SM21,TALEND
29418,33.931861877,-118.180397034,American California Property Management Company,American California Property Management Company,69396,Palm Gate Apartments,10800 Wright Rd,South Gate,CA,90280,1959,262,665.840026855,2,69396,Palm Gate Apartments,262,665.84,1959,BC,LAC_SM30,TALEND
29421,37.966964722,-122.033531189,Walnut Creek Holdings,Walnut Creek Holdings,69401,Palm Terrace,2925 Monument Blvd,Concord,CA,94520,1970,190,1070.329956055,2,69401,Palm Terrace,190,1070.33,1970,A,OAK_SM3,TALEND
29422,33.134685516,-117.075897217,Progress Management,Progress Management,69402,Palmilla,740 E Mission Ave,Escondido,CA,92025,1973,190,954.049987793,2,69402,Palmilla,190,954.05,1973,BC,SDC_SM7,TALEND
29426,47.611919403,-122.326698303,SECURITY PROPERTIES ,Avenue5 Residential,69411,Panorama Apartments,1100 University St,Seattle,WA,98101,2016,169,1159.010009766,18,69411,Panorama Apartments,169,1159.01,2016,A,SEA_SM5,TALEND
29429,34.098873138,-117.686004639,Meislin Investments,"AMC, LLC",69414,Parc Claremont Apartments,1826 W Arrow Rte,Upland,CA,91786,1987,136,830,2,69414,Parc Claremont Apartments,136,830.00,1987,A,LAC_SM35,TALEND
29430,47.805690765,-122.3332901,Epic Asset Management,Epic Asset Management,69416,Park 212,7300 213th Pl SW,Edmonds,WA,98026,1982,63,801.900024414,3,69416,Park 212,63,801.90,1982,BC,SEA_SM15,TALEND
29431,34.685501099,-118.097167969,NULL,Anza Management Company,69418,Park Circle Apartments,1830 E Avenue J-4,Lancaster,CA,93535,1988,164,857.929992676,2,69418,Park Circle Apartments,164,857.93,1988,BC,LAC_SM19,TALEND
29432,33.774929047,-117.894706726,Western National Group,Western National Group,69419,Park City,3825 W Garden Grove Blvd,Orange,CA,92868,1978,104,870.91998291,2,69419,Park City,104,870.92,1978,A,ORC_SM21,TALEND
29433,47.785324097,-122.342773438,Epic Asset Management,Epic Asset Management,69420,Park Edmonds,8123 236th St SW,Edmonds,WA,98026,1984,131,665.270019531,3,69420,Park Edmonds,131,665.27,1984,BC,SEA_SM15,TALEND
29434,32.814159393,-117.178741455,Goldrich & Kest Inc.,"Goldrich & Kest Industries, LLC",69421,Park Genesee,5550 Genesee Ct E,San Diego,CA,92111,1972,170,550,2,69421,Park Genesee,170,550.00,1972,BC,SDC_SM2,TALEND
29436,37.968910217,-122.043403625,JKL Corporation,JKL Corporation,69423,Park Haven,1650 Pine St,Concord,CA,94520,1969,135,962.799987793,3,69423,Park Haven,135,962.80,1969,A,OAK_SM3,TALEND
29437,34.133815765,-117.234237671,Equity Office Properties Trust,Cannon Management,69425,Park Heights,2011 Arden Ave,Highland,CA,92346,1985,192,780,2,69425,Park Heights,192,780.00,1985,BC,LAC_SM36,TALEND
