SNO,AC_LATITUDE,AC_LONGITUDE,AC_COMPID,AC_MANAGEMENTCOMPANY,AC_PROJID,AC_NAME,AC_ADDRESS,AC_CITY,AC_STATE,AC_ZIP,AC_YEARBUIT,AC_QUANTITY,AC_AREAPERUNIT,AC_LEVEL,AC_PROJID,AC_NAME,AC_QUANTITY,AC_AREAPERUNIT,AC_YEARBUILT,MRG_CLASS,AXIOSUBMNEM,FILENAME
 8283,34.108402252,-117.523231506,Sares-Regis Management,"AMC, LLC",14111,Camino Real,7951 Etiwanda Ave,Rancho Cucamonga,CA,91739,2003,272,904.159973145,2,14111,Camino Real,272,904.16,2003,A,LAC_SM35,TALEND
 8284,37.577072144,-122.043388367,NULL,Woodmont Real Estate Services,14112,Amber Court,34050 Westchester Ter,Fremont,CA,94555,1999,168,806.929992676,2,14112,Amber Court,168,806.93,1999,BC,OAK_SM7,TALEND
 8285,33.726966858,-117.992507935,Village Property Management,Village Property Management,14113,Huntington Parkside ,16211 Parkside Ln,Huntington Beach,CA,92647,1971,94,839.020019531,2,14113,Huntington Parkside ,94,839.02,1971,BC,ORC_SM6,TALEND
 8286,33.202346802,-117.363334656,Village Property Management,Village Investments,14114,Ocean Park,145 Canyon Dr,Oceanside,CA,92054,1975,152,726.489990234,2,14114,Ocean Park,152,726.49,1975,BC,SDC_SM14,TALEND
 8287,32.854103088,-116.969657898,R&V Management Corporation,R&V Management Corporation,14115,Santee Villas,10445 Mast Blvd,Santee,CA,92071,1985,256,812.5,2,14115,Santee Villas,256,812.50,1985,A,SDC_SM5,TALEND
 8292,33.22908783,-117.303085327,BLACKSTONE ,Bridge Property Management,14124,Presidio at Rancho Del Oro,4401 Mission Ave,Oceanside,CA,92057,1987,264,918.940002441,2,14124,Presidio at Rancho Del Oro,264,918.94,1987,A,SDC_SM14,TALEND
 8293,33.191970825,-117.260055542,RNV Management,R&V Management Corporation,14125,Softwind Point,881 Soft Wind Rd,Vista,CA,92081,1986,260,781.539978027,2,14125,Softwind Point,260,781.54,1986,BC,SDC_SM18,TALEND
 8295,37.961502075,-121.754646301,Sequoia Equities,Sequoia Equities,14127,Cross Pointe,5100 Vista Grande Dr,Antioch,CA,94531,2002,244,904.599975586,3,14127,Cross Pointe,244,904.60,2002,A,OAK_SM5,TALEND
 8296,33.530517578,-117.718467712,Sares-Regis Management,Sares-Regis Management,14129,Pointe Niguel,29781 Niguel Rd,Laguna Niguel,CA,92677,1985,324,1092.349975586,2,14129,Pointe Niguel,324,1092.35,1985,A,ORC_SM11,TALEND
 8298,33.741752625,-117.971054077,Arnel Management,Arnel Management,14131,Calespana,15200 Magnolia St,Westminster,CA,92683,1972,212,747.849975586,2,14131,Calespana,212,747.85,1972,A,ORC_SM21,TALEND
 8299,34.276073456,-119.296226501,"Investment Concepts, Inc.","Investment Concepts, Inc.",14132,Beachfronter,369 Paseo De Playa,Ventura,CA,93001,1971,74,886,3,14132,Beachfronter,74,886.00,1971,A,VEN_SM5,TALEND
 8301,33.75668335,-118.397331238,Private Owner,Privately Managed,14135,P V Victoria,6758 Los Verdes Dr,Rancho Palos Verdes,CA,90275,1972,390,1116.280029297,2,14135,P V Victoria,390,1116.28,1972,BC,LAC_SM23,TALEND
 8302,32.92988205,-117.124481201,Pacific Urban Residential,"Pinnacle Management Group, LLC",14136,Sofi Highlands,11600 Compass Point Dr N,San Diego,CA,92126,2002,168,1143.91003418,2,14136,Sofi Highlands,168,1143.91,2002,A,SDC_SM10,TALEND
 8303,33.840442657,-118.361747742,Polaris Real Estate Equities,Polaris Real Estate Equities,14138,Milano,20900 Anza Ave,Torrance,CA,90503,1968,248,687.039978027,3,14138,Milano,248,687.04,1968,A,LAC_SM30,TALEND
 8309,33.742053986,-118.393539429,Greystar,Greystar,14144,Avana Rancho Palos Verdes Apartments,6600 Beachview Dr,Rancho Palos Verdes,CA,90275,1966,215,1111.949951172,3,14144,Avana Rancho Palos Verdes Apartments,215,1111.95,1966,A,LAC_SM23,TALEND
 8312,32.978824615,-117.076461792,BlackRock,Alliance Residential Company,14147,Jefferson at Carmel Mountain,11832 Stoney Peak Dr,San Diego,CA,92128,1997,277,880.929992676,4,14147,Jefferson at Carmel Mountain,277,880.93,1997,A,SDC_SM17,TALEND
 8314,34.266052246,-119.202148438,"Investment Concepts, Inc.","Investment Concepts, Inc.",14149,Meadowridge ,6700 Telephone Rd,Ventura,CA,93003,1975,126,904.440002441,2,14149,Meadowridge ,126,904.44,1975,BC,VEN_SM5,TALEND
 8315,37.803203583,-122.264533997,Hodge Companies Inc.,Merritt Properties,14150,Jackson Lake Apartments,1533 Jackson St,Oakland,CA,94612,1960,190,639.469970703,4,14150,Jackson Lake Apartments,190,639.47,1960,BC,OAK_SM11,TALEND
 8320,32.96149826,-117.091033936,H.G. Fenton Company,H.G. Fenton Company,14155,Evening Creek,10918 Evening Creek Dr E,San Diego,CA,92128,2001,138,1161.630004883,2,14155,Evening Creek,138,1161.63,2001,A,SDC_SM17,TALEND
 8322,32.914581299,-117.110137939,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",14157,Allure at Scripps Ranch,10776 Scripps Ranch Blvd,San Diego,CA,92131,2001,262,1090.770019531,3,14157,Allure at Scripps Ranch,262,1090.77,2001,A,SDC_SM10,TALEND
 8329,33.83241272,-118.389022827,Stockbridge Real Estate,LINCOLN PROPERTIES CO,14165,Novella Redondo,616 Esplanade,Redondo Beach,CA,90277,1970,105,782.469970703,3,14165,Novella Redondo,103,777.71,1970,BC,LAC_SM23,TALEND
 8333,34.281261444,-118.47039032,NMS Properties,NMS Properties,14173,NMS @ Granada Hills,11611 Blucher Ave,Granada Hills,CA,91344,1986,80,912.5,2,14173,NMS @ Granada Hills,80,912.50,1986,A,LAC_SM26,TALEND
 8334,34.053375244,-118.249855042,Goldrich & Kest Inc.,"Goldrich & Kest Industries, LLC",14174,Museum Tower,225 S Olive St,Los Angeles,CA,90012,1992,217,687.179992676,20,14174,Museum Tower,217,687.18,1992,BC,LAC_SM6,TALEND
 8335,34.410900116,-118.448677063,G.H. Palmer Associates,G.H. Palmer Associates,14175,Riverpark Apartments,27303 Sara St,Canyon Country,CA,91387,1993,422,856.789978027,2,14175,Riverpark Apartments,422,856.79,1993,BC,LAC_SM28,TALEND
 8337,33.841808319,-118.389503479,Lyon Living,Lyon Living,14177,Ocean Club,300 The Village Dr,Redondo Beach,CA,90277,2000,332,718.369995117,3,14177,Ocean Club,332,718.37,2000,A,LAC_SM23,TALEND
 8338,41.208808899,-73.880622864,NULL,Eagle Rock Management,14178,Bari Manor ,31 Old Post Rd S,Ossining,NY,10520,1970,82,858.039978027,2,14178,Bari Manor ,82,858.04,1970,BC,WCC_SM2,TALEND
 8407,33.524055481,-117.720718384,Sequoia Equities,Sequoia Equities,14254,Niguel Summit,30252 Pacific Island Dr,Laguna Niguel,CA,92677,1989,170,960.650024414,3,14254,Niguel Summit,170,960.65,1989,A,ORC_SM11,TALEND
 8417,37.786762238,-122.40196228,Related California,Related Companies,14264,The Paramount,680 Mission St,San Francisco,CA,94105,2001,486,770.190002441,43,14264,The Paramount,486,770.19,2001,A,SFR_SM11,TALEND
 8436,34.066287994,-118.286651611,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,14286,Virgil Square Apartments,411 S Virgil Ave,Los Angeles,CA,90020,1980,142,676.489990234,3,14286,Virgil Square Apartments,142,676.49,1980,BC,LAC_SM13,TALEND
 8437,34.101112366,-118.351142883,"Realty Center Management, Inc.","Realty Center Management, Inc.",14287,Hollywood Place,7400 Hollywood Blvd,Los Angeles,CA,90046,1987,112,735.539978027,7,14287,Hollywood Place,112,735.54,1987,BC,LAC_SM12,TALEND
 8438,34.101913452,-118.348899841,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,14289,Vantage,1710 N Fuller Ave,Los Angeles,CA,90046,1987,298,549.950012207,4,14289,Vantage,298,549.95,1987,BC,LAC_SM12,TALEND
 8439,34.07258606,-118.28616333,M West Holdings,POLARIS REAL ESTATE,14290,Emerald Terrace II,136 S Virgil Ave,Los Angeles,CA,90004,1972,143,626.469970703,3,14290,Emerald Terrace II,143,626.47,1972,BC,LAC_SM13,TALEND
 8440,34.070304871,-118.281593323,Beverly Hills Properties,Midtown Management Company,14291,The Reno Country Club,140 S Reno St,Los Angeles,CA,90057,1970,154,598.309997559,3,14291,The Reno Country Club,154,598.31,1970,BC,LAC_SM13,TALEND
 8441,34.071876526,-118.286148071,M West Holdings,POLARIS REAL ESTATE,14292,Emerald Terrace I  ,160 S Virgil Ave,Los Angeles,CA,90004,1971,159,636.979980469,3,14292,Emerald Terrace I  ,159,636.98,1971,BC,LAC_SM13,TALEND
 8442,34.070335388,-118.28842926,Kennedy Wilson,FPI Management,14293,The Chadwick,209 S Westmoreland Ave,Los Angeles,CA,90004,1968,677,618.359985352,3,14293,The Chadwick,677,618.36,1968,BC,LAC_SM13,TALEND
 8443,34.094905853,-118.353996277,THE DAVIDI COMPANY,"Yale Management Services, Inc.",14294,Sierra Fountain,1325 N Sierra Bonita Ave,West Hollywood,CA,90046,1989,73,832.880004883,3,14294,Sierra Fountain,73,832.88,1989,BC,LAC_SM12,TALEND
 8444,33.858390808,-117.73802948,Irvine Ranch Water District,Western National Group,14295,Sycamore Canyon,8201 E Blackwillow Cir,Anaheim,CA,92808,1990,450,872.770019531,2,14295,Sycamore Canyon,450,872.77,1990,A,ORC_SM16,TALEND
 8445,40.88936615,-74.055778503,Hekemian & Co.,S Hekemian Group,14296,Pierre Apartments,185 Prospect Ave,Hackensack,NJ,7601,1970,269,1236.75,18,14296,Pierre Apartments,269,1236.75,1970,A,NNJ_SM7,TALEND
 8449,34.099128723,-118.349723816,Decron Properties,Decron Properties,14301,Marlon Manor,1538 N Martel Ave,Los Angeles,CA,90046,1987,85,805,4,14301,Marlon Manor,69,801.52,1987,BC,LAC_SM12,TALEND
 8450,34.066810608,-118.289863586,The Roberts Companies,The Roberts Companies,14302,Villa Adobe,404 Shatto Pl,Los Angeles,CA,90020,1991,284,747.109985352,5,14302,Villa Adobe,284,747.11,1991,BC,LAC_SM13,TALEND
 8477,37.540882111,-122.28327179,"UDR, Inc","UDR, Inc",14338,Bay Terrace,3204 Casa De Campo,San Mateo,CA,94403,1962,120,846.66998291,2,14338,Bay Terrace,120,846.67,1962,A,SFR_SM5,TALEND
 8478,37.542739868,-122.284049988,Marcus and Millichap Companies,FPI Management,14339,Mosaic San Mateo,3110 Casa De Campo,San Mateo,CA,94403,1967,146,992.739990234,2,14339,Mosaic San Mateo,146,992.74,1967,BC,SFR_SM5,TALEND
 8479,37.542228699,-122.289100647,Spieker Companies,Spieker Companies,14340,Madison Place,400 East Hillside Blvd,San Mateo,CA,94403,1964,56,840.630004883,3,14340,Madison Place,56,840.63,1964,BC,SFR_SM4,TALEND
 8482,32.624092102,-116.992919922,Camden Living,Camden Living,14343,Camden Sierra at Otay Ranch,1390 Santa Alicia Ave Ste 400,Chula Vista,CA,91913,2001,422,970.239990234,3,14343,Camden Sierra at Otay Ranch,422,970.24,2001,A,SDC_SM13,TALEND
 8494,32.72246933,-117.16960144,Camden Living,Camden Living,14357,Camden Tuscany,1670 Kettner Blvd,San Diego,CA,92101,2002,160,894.83001709,5,14357,Camden Tuscany,160,894.83,2002,A,SDC_SM4,TALEND
 8513,37.532966614,-121.965194702,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",14379,Briarwood at Central Park,4200 Bay St,Fremont,CA,94538,1970,159,692.08001709,2,14379,Briarwood at Central Park,159,692.08,1970,A,OAK_SM7,TALEND
 8519,34.040458679,-118.268074036,TriCal Construction,Alliance Residential Company,14385,City Lights on Fig,1300 S Figueroa St,Los Angeles,CA,90015,2003,100,804.940002441,4,14385,City Lights on Fig,100,804.94,2003,A,LAC_SM6,TALEND
 8522,32.834121704,-117.177696228,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",14388,Mesa Village ,5265 Clairemont Mesa Blvd,San Diego,CA,92117,1963,133,350.230010986,2,14388,Mesa Village ,133,350.23,1963,BC,SDC_SM2,TALEND
 8526,37.785297394,-122.419013977,Trinity Management Specialists,Trinity Management Specialists,14393,Trinity Towers,888 Ofarrell St,San Francisco,CA,94109,1987,262,650.41998291,13,14393,Trinity Towers,262,650.42,1987,BC,SFR_SM7,TALEND
 8530,42.28981781,-71.588310242,General Investment & Development Companies,Windsor Communities,14398,Windsor Ridge at Westborough,1 Windsor Ridge Dr,Westborough,MA,1581,1972,300,993.66998291,2,14398,Windsor Ridge at Westborough,300,993.67,1972,A,BOS_SM10,TALEND
 8532,39.197597504,-76.745735168,"Pantzer Properties, Inc.",Panco Management,14400,The Point at Elkridge,7100 Ducketts Ln,Elkridge,MD,21075,1988,312,858.229980469,3,14400,The Point at Elkridge,312,858.23,1988,BC,BAL_SM8,TALEND
 8537,37.783893585,-122.432029724,American Realty Advisors,American Realty Advisors,14406,Webster Tower and Terrace,1489 Webster St Ste 101,San Francisco,CA,94115,1991,156,768.969970703,14,14406,Webster Tower and Terrace,156,768.97,1991,A,SFR_SM8,TALEND
 8540,38.646831512,-77.255340576,Federal Capital Partners,Gates Hudson,14410,Potomac Vista Apartments,14101 Kristin Ct,Woodbridge,VA,22191,1987,408,814.260009766,3,14410,Potomac Vista Apartments,408,814.26,1987,BC,SVA_SM26,TALEND
 8541,39.126537323,-77.546531677,"Pantzer Properties, Inc.",Panco Management,14411,The Point at Loudoun,703 Clark Ct NE,Leesburg,VA,20176,1987,384,863.039978027,3,14411,The Point at Loudoun,384,863.04,1987,A,SVA_SM12,TALEND
 8548,33.983966827,-118.45274353,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",14422,The Promenade at Marina City Club,4333 Admiralty Way,Marina del Rey,CA,90292,1972,101,1239.819946289,3,14422,The Promenade at Marina City Club,101,1239.82,1972,A,LAC_SM16,TALEND
 8552,32.574890137,-117.03553772,R&V Management Corporation,R&V Management Corporation,14427,Casoleil,1100 Dennery Rd,San Diego,CA,92154,2003,346,984.320007324,3,14427,Casoleil,346,984.32,2003,A,SDC_SM13,TALEND
 8553,33.99054718,-118.443481445,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,14430,Belle Fontaine Apartments,4077 Glencoe Ave,Marina del Rey,CA,90292,2003,102,963.66998291,4,14430,Belle Fontaine Apartments,102,963.67,2003,BC,LAC_SM16,TALEND
 8554,33.766723633,-118.194854736,Camden Living,Camden Living,14432,Camden Harbor View High Rise,40 Cedar Walk,Long Beach,CA,90802,2003,238,997.130004883,9,14432,Camden Harbor View High Rise,238,997.13,2003,A,LAC_SM15,TALEND
 8555,33.766136169,-118.195098877,Camden Living,Camden Living,14434,Camden Harbor View Mid Rise,40 Cedar Walk,Long Beach,CA,90802,2003,300,959.539978027,4,14434,Camden Harbor View Mid Rise,300,959.54,2003,A,LAC_SM15,TALEND
 8562,34.043041229,-118.250602722,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",14447,Santee Court - Brownstein Louis Building,722 S Los Angeles St,Los Angeles,CA,90014,1908,68,786.409973145,5,14447,Santee Court - Brownstein Louis Building,68,786.41,1908,BC,LAC_SM6,TALEND
 8563,34.042850494,-118.250793457,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",14448,Santee Court - Bailey Hat Building,716 S Los Angeles St,Los Angeles,CA,90014,1926,33,844.41998291,4,14448,Santee Court - Bailey Hat Building,33,844.42,1926,BC,LAC_SM6,TALEND
 8564,34.04309845,-118.25050354,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",14449,Santee Court - Connell Building,714 S Los Angeles St,Los Angeles,CA,90014,1926,64,791.979980469,5,14449,Santee Court - Connell Building,64,791.98,1926,BC,LAC_SM6,TALEND
 8565,34.070205688,-118.356994629,Aimco,Aimco,14454,The Palazzo Communities West,348 Hauser Blvd,Los Angeles,CA,90036,2003,521,1091.33996582,4,14454,Palazzo West at the Grove,521,1091.34,2003,A,LAC_SM12,TALEND
 8566,33.979389191,-118.436203003,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",14455,Aqua Marina Del Rey I ,13273 Fiji Way,Marina del Rey,CA,90292,2000,146,896.960021973,4,14455,Aqua Marina Del Rey I ,146,896.96,2000,BC,LAC_SM16,TALEND
 8567,33.979885101,-118.437095642,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",14456,Aqua Marina Del Rey,4750 Lincoln Blvd,Marina del Rey,CA,90292,2001,500,958.619995117,4,14456,Aqua Marina Del Rey,500,958.62,2001,BC,LAC_SM16,TALEND
 8584,33.971740723,-118.428413391,Barings,Legacy Partners,14477,Crescent Park at Playa Vista,5710 Crescent Park E,Playa Vista,CA,90094,2003,214,1047.560058594,4,14477,Crescent Park at Playa Vista,214,1047.56,2003,A,LAC_SM16,TALEND
 8586,37.52747345,-122.035255432,Shea Properties,Shea Properties,14480,Sycamore Bay Apartment Homes,37171 Sycamore St,Newark,CA,94560,1998,311,874.33001709,3,14480,Sycamore Bay Apartment Homes,311,874.33,1998,A,OAK_SM7,TALEND
 8587,33.870452881,-117.868057251,Western National Group,Western National Group,14481,Oaktree Court,155 S Angelina Dr,Placentia,CA,92870,1989,134,928.239990234,2,14481,Oaktree Court,134,928.24,1989,A,ORC_SM5,TALEND
 8590,34.411334991,-118.580078125,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",14484,The Fairways at Westridge,25343 Silver Aspen Way,Valencia,CA,91381,2003,234,954.400024414,3,14484,The Fairways at Westridge,234,954.40,2003,A,LAC_SM28,TALEND
 8600,39.100036621,-77.188194275,Camden Living,Camden Living,14501,Camden Fallsgrove,719 Fallsgrove Dr,Rockville,MD,20850,2004,268,1106.579956055,4,14501,Camden Fallsgrove,268,1106.58,2004,A,SMD_SM15,TALEND
 8603,33.656578064,-117.667541504,AEW Capital Management,Sares-Regis Management,14504,Bellecour,21041 Osterman RD,Lake Forest,CA,92630,2002,125,1111.359985352,3,14504,Bellecour,125,1111.36,2002,A,ORC_SM12,TALEND
 8633,47.445270538,-122.192054749,"Simpson Property Group, LP","Simpson Property Group, LP",14540,BensonDowns,11100 SE Petrovitsky Rd,Renton,WA,98055,1999,312,959.650024414,3,14540,BensonDowns,312,959.65,1999,BC,SEA_SM23,TALEND
 8634,47.564296722,-122.026947021,"Simpson Property Group, LP","Simpson Property Group, LP",14541,BoulderCreek,4425 Issaquah Pine Lake Rd SE,Sammamish,WA,98075,2001,204,1113.770019531,3,14541,BoulderCreek,204,1113.77,2001,A,SEA_SM24,TALEND
 8644,40.936538696,-73.902618408,"Strategic Capital Group, LLC",Greystar,14565,Hudson Park I,1 Van Der Donck St,Yonkers,NY,10701,2003,266,881.679992676,9,14565,Hudson Park I,266,881.68,2003,BC,WCC_SM3,TALEND
 8654,47.694263458,-122.040611267,"Simpson Property Group, LP","Simpson Property Group, LP",14583,The Lodge at Redmond Ridge,22433 NE Marketplace Dr,Redmond,WA,98053,2000,272,1019.070007324,3,14583,The Lodge at Redmond Ridge,272,1019.07,2000,BC,SEA_SM22,TALEND
 8661,47.370410919,-122.306396484,FSC Realty,"Westwood Residential, Inc.",14591,Saddlebrook,2100 S 260th St,Des Moines,WA,98198,1999,223,860.429992676,3,14591,Saddlebrook,223,860.43,1999,A,SEA_SM6,TALEND
 8664,47.721954346,-122.292892456,Sares-Regis Management,NULL,14596,Solara,12736 Lake City Way NE,Seattle,WA,98125,2001,238,754.719970703,6,14596,Solara,238,754.72,2001,BC,SEA_SM21,TALEND
 8666,47.54945755,-122.026542664,"Simpson Property Group, LP","Simpson Property Group, LP",14603,The Timbers,23425 SE Black Nugget Rd,Issaquah,WA,98029,2001,337,1192.560058594,3,14603,The Timbers,337,1192.56,2001,BC,SEA_SM24,TALEND
 8669,47.617961884,-122.345352173,MILL CREEK RESIDENTIAL,MILL CREEK RESIDENTIAL,14609,Skye at Belltown,500 Wall St,Seattle,WA,98121,1949,360,648.400024414,18,14609,Skye at Belltown,360,648.40,1949,BC,SEA_SM8,TALEND
 8684,34.21554184,-119.152206421,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",14630,Arbors Parc Rose,1500 Tulipan Cir,Oxnard,CA,93030,2000,373,1349.050048828,3,14630,Arbors Parc Rose,373,1349.05,2000,A,VEN_SM3,TALEND
 8687,37.892475128,-122.122795105,Sack Properties,Sack Properties,14633,Town Center,3594 Mt Diablo Blvd,Lafayette,CA,94549,2001,75,915.119995117,3,14633,Town Center,75,915.12,2001,A,OAK_SM15,TALEND
 8695,42.524990082,-70.893676758,Bell Partners,Bell Partners,14642,Bell at Salem Station,190 Bridge St,Salem,MA,1970,2002,266,1115.260009766,4,14642,Bell at Salem Station,266,1115.26,2002,A,BOS_SM9,TALEND
 8700,42.367134094,-71.588401794,CBRE,Greystar,14648,Heights at Wheeler Hill,21 Austen Way,Marlborough,MA,1752,2002,218,1058.349975586,3,14648,Heights at Wheeler Hill,218,1058.35,2002,BC,BOS_SM10,TALEND
 8718,34.129005432,-118.707084656,AvalonBay Communities,AvalonBay Communities,14670,Avalon Calabasas,3831 Orchid Ln,Calabasas,CA,91302,1988,598,838.070007324,2,14670,Avalon Calabasas,598,838.07,1988,BC,LAC_SM3,TALEND
 8720,34.070209503,-118.383010864,Equity Office Properties Trust,IMT Residential,14673,IMT Beverly Arnaz,467 Arnaz Dr,Los Angeles,CA,90048,1980,100,1021.440002441,4,14673,IMT Beverly Arnaz,100,1021.44,1980,A,LAC_SM12,TALEND
 8730,47.868579865,-122.220932007,EQUITY RESIDENTIAL,EQUITY RESIDENTIAL,14688,The Reserve at Town Center Apartments I,14420 N Creek Dr,Mill Creek,WA,98012,2001,389,918.5,3,14688,The Reserve at Town Center Apartments I,389,918.50,2001,A,SEA_SM19,TALEND
 8759,40.887630463,-74.055381775,Tidewater Real Estate Company,Tidewater Real Estate Company,14779,Excelsior,170 Prospect Ave,Hackensack,NJ,7601,1999,568,1385.770019531,19,14779,Excelsior,568,1385.77,1999,A,NNJ_SM7,TALEND
 8760,33.669483185,-117.92300415,"UDR, Inc","UDR, Inc",14780,27 Seventy Five Mesa Verde II,2775 Mesa Verde Dr,Costa Mesa,CA,92626,1975,296,976.539978027,2,14780,27 Seventy Five Mesa Verde II,296,976.54,1975,A,ORC_SM3,TALEND
 8761,34.265922546,-119.219894409,"NNC Apartment Ventures, LLC",NULL,14781,Via Ventura Apartments,930 Pacific Strand Pl,Ventura,CA,93003,2002,192,957.5,2,14781,Via Ventura Apartments,192,957.50,2002,A,VEN_SM5,TALEND
 8762,37.543880463,-122.284317017,"UDR, Inc","UDR, Inc",14782,CitySouth,3055 La Selva St,San Mateo,CA,94403,1972,288,829.66998291,3,14782,CitySouth,288,829.67,1972,A,SFR_SM5,TALEND
 8767,34.202423096,-118.923942566,Shapell Industries,Shapell Industries,14787,Arroyo Villa I & II,1600 Rancho Conejo Blvd,Thousand Oaks,CA,91320,1995,354,987.08001709,2,14787,Arroyo Villa I & II,354,987.08,1995,BC,VEN_SM1,TALEND
 8771,38.861927032,-77.081169128,Snell Properties,Bell Partners,14798,Dominion Plaza,1200 S Courthouse Rd,Arlington,VA,22204,1957,320,617,8,14798,Dominion Plaza,320,617.00,1957,BC,SVA_SM5,TALEND
 8772,38.865619659,-77.080101013,E.G. Reinsch Company,E.G. Reinsch Company,14801,Dorchester Towers,2001 Columbia Pike,Arlington,VA,22204,1960,260,911.309997559,8,14801,Dorchester Towers,260,911.31,1960,BC,SVA_SM5,TALEND
 8773,42.106430054,-70.749450684,Lone Star Funds,Lone Star Funds,14802,The Village at Marshfield,738 Plain St,Marshfield,MA,2050,1971,276,738.679992676,3,14802,The Village at Marshfield,276,738.68,1971,BC,BOS_SM18,TALEND
 8774,40.421218872,-74.216407776,Mesirow Financial,Greystar,14803,Apartments at Aberdeen Station,1000 Central Ave,Aberdeen,NJ,7747,2000,288,1017.469970703,3,14803,Apartments at Aberdeen Station,288,1017.47,2000,A,CNJ_SM10,TALEND
 8778,32.747829437,-116.959075928,"Hanken Cono Assad & Co., Inc.","Hanken Cono Assad & Co., Inc.",14808,Woodbridge Mt. Helix,10874 Calle Verde,La Mesa,CA,91941,1984,192,1183,2,14808,Woodbridge Mt. Helix,192,1183.00,1984,A,SDC_SM20,TALEND
 8780,33.145820618,-117.096000671,ConAm,ConAm,14813,Forest Glen Apartments,493 Beaumont Glen,Escondido,CA,92026,1990,184,964.390014648,2,14813,Forest Glen Apartments,184,964.39,1990,A,SDC_SM7,TALEND
 8781,33.67206955,-117.925971985,"UDR, Inc","UDR, Inc",14814,27 Seventy Five Mesa Verde III,1555 Mesa Verde Dr E,Costa Mesa,CA,92626,1972,468,866.630004883,2,14814,27 Seventy Five Mesa Verde III,468,866.63,1972,A,ORC_SM3,TALEND
 8792,34.067337036,-118.244316101,G.H. Palmer Associates,G.H. Palmer Associates,14827,Skyline Terrace,930 Figueroa Ter,Los Angeles,CA,90012,1990,154,734,8,14827,Skyline Terrace,154,734.00,1990,BC,LAC_SM13,TALEND
 8793,34.177940369,-118.844100952,AvalonBay Communities,AvalonBay Communities,14829,Avalon Thousand Oaks Plaza,235 N Conejo School Rd,Thousand Oaks,CA,91362,2003,148,948.409973145,3,14829,Avalon Thousand Oaks Plaza,148,948.41,2003,A,VEN_SM1,TALEND
 8794,39.382808685,-76.459617615,Continental Realty Corporation,Continental Realty Corporation,14830,Crossings at White Marsh I,1 Lincolnwoods Way,Perry Hall,MD,21128,1985,396,826.609985352,3,14830,Crossings at White Marsh I,396,826.61,1985,A,BAL_SM2,TALEND
 8795,39.05368042,-77.049934387,Housing Opportunities Commission of Montgomery County,Avison Young,14832,The Glen,2399 Jones Ln,Wheaton,MD,20902,1996,90,1151.709960938,4,14832,The Glen,90,1151.71,1996,A,SMD_SM8,TALEND
 8796,39.305156708,-76.613983154,ADVANTAGE PROPERTIES,Cove Properties,14835,The Mount Royal,101 E Mount Royal Ave,Baltimore,MD,21202,1900,120,867.16998291,10,14835,The Mount Royal,120,867.17,1900,A,BAL_SM5,TALEND
 8797,39.380641937,-76.456420898,Continental Realty Corporation,Continental Realty Corporation,14839,Crossings at White Marsh II,4805 Berryhill Cir,Perry Hall,MD,21128,1988,192,829.880004883,3,14839,Crossings at White Marsh II,192,829.88,1988,A,BAL_SM2,TALEND
 8803,47.353450775,-122.3099823,Apartment Consultants Inc.,ConAm,14847,Silver Shadow,27606 Pacific Hwy S,Federal Way,WA,98003,1989,132,874.359985352,3,14847,Silver Shadow,132,874.36,1989,BC,SEA_SM26,TALEND
 8807,47.309013367,-122.308959961,Weidner Apartment Homes,Weidner Apartment Homes,14852,Waterbury Park,32905 19th Pl S,Federal Way,WA,98003,1989,236,899.619995117,3,14852,Waterbury Park,236,899.62,1989,A,SEA_SM26,TALEND
 8808,32.746067047,-116.925613403,R&V Management Corporation,R&V Management Corporation,14853,Park Pointe Rancho San Diego ,2450 Hilton Head Pl,El Cajon,CA,92019,1985,676,869.08001709,2,14853,Park Pointe Rancho San Diego ,676,869.08,1985,A,SDC_SM20,TALEND
 8809,34.044914246,-117.688362122,"Essex Property Trust, Inc.","Essex Property Trust, Inc.",14854,Enclave at Town Square,11475 Central Ave,Chino,CA,91710,1987,124,725.390014648,2,14854,Enclave at Town Square,124,725.39,1987,BC,LAC_SM35,TALEND
 8817,34.043586731,-118.260955811,General Investment & Development Companies,Windsor Communities,14863,Renaissance Tower,501 W Olympic Blvd,Los Angeles,CA,90015,1994,173,731.289978027,17,14863,Renaissance Tower,173,731.29,1994,BC,LAC_SM6,TALEND
